,score,is_training,sparsity_sp,sparsity_sc,sparsity_diff
atp1a1,0.8937757,True,0.0,0.02696225284601561,-0.02696225284601561
map1b,0.89365816,False,0.006172839506172867,0.032400792736323014,-0.026227953230150147
ppp2r1a,0.89356124,False,0.0,0.020878462460247937,-0.020878462460247937
sptbn1,0.8935214,True,0.0030864197530864335,0.012398027377056753,-0.00931160762397032
fkbp1a,0.8934767,True,0.0,0.010554454532884727,-0.010554454532884727
ndufb8,0.8934698,False,0.0030864197530864335,0.005438539890307403,-0.00235212013722097
rnasek,0.8932278,False,0.0030864197530864335,0.008756971009816983,-0.005670551256730549
ndufa2,0.8932235,False,0.012345679012345734,0.005438539890307403,0.0069071391220383305
prkacb,0.8931719,False,0.006172839506172867,0.05194266488454624,-0.045769825378373374
rasgrp1,0.8931671,True,0.012345679012345734,0.32363921279439556,-0.3112935337820498
mrfap1,0.8931665,False,0.006172839506172867,0.01166059823938792,-0.0054877587332150535
rpl22l1,0.8930848,False,0.006172839506172867,0.028529289763561838,-0.02235645025738897
rps26,0.89301556,False,0.0,0.019541872148223227,-0.019541872148223227
sptan1,0.8930009,False,0.0030864197530864335,0.033460847121721926,-0.030374427368635493
mt1,0.89293915,True,0.0,0.17979444162787483,-0.17979444162787483
kif5a,0.892759,False,0.0,0.08821496059363043,-0.08821496059363043
osbpl1a,0.8925735,True,0.01851851851851849,0.07240632345485554,-0.05388780493633705
dnaja1,0.8923328,False,0.024691358024691357,0.011522330276075077,0.01316902774861628
mif,0.89231366,False,0.0030864197530864335,0.008203899156565386,-0.005117479403478953
uqcrb,0.89229566,False,0.015432098765432056,0.0031340738350924546,0.012298024930339602
mlf2,0.8922918,False,0.012345679012345734,0.010370097248467491,0.0019755817638782425
naca,0.89228046,True,0.0092592592592593,0.009171774899755736,8.748435950356459e-05
gnb1,0.892195,False,0.0030864197530864335,0.006360326312393472,-0.0032739065593070382
akr1a1,0.8920192,False,0.006172839506172867,0.013458081762455665,-0.007285242256282798
rpl5,0.8920171,False,0.0030864197530864335,0.02433516154307047,-0.021248741789984038
napa,0.89196765,False,0.015432098765432056,0.01931142554270171,-0.003879326777269654
dnm1,0.8919516,False,0.0,0.0468728395630732,-0.0468728395630732
slc24a2,0.8919391,False,0.0092592592592593,0.11563810665068908,-0.10637884739142978
eif5a,0.89163804,False,0.0092592592592593,0.013734617689081463,-0.004475358429822163
fkbp3,0.89162487,False,0.012345679012345734,0.020740194496935094,-0.00839451548458936
hnrnpa2b1,0.89157987,True,0.024691358024691357,0.0005069825321473154,0.02418437549254404
tagln3,0.89148927,True,0.015432098765432056,0.024012536295340392,-0.008580437529908336
nckap1,0.8914876,False,0.006172839506172867,0.026409180992764014,-0.020236341486591147
klf9,0.89144456,True,0.021604938271604923,0.12504032815596622,-0.1034353898843613
brk1,0.89137137,False,0.012345679012345734,0.013365903120246991,-0.0010202241079012575
tma7,0.89129007,False,0.0030864197530864335,0.014886850716688937,-0.011800430963602504
hnrnpk,0.8912104,False,0.015432098765432056,0.005346361248098841,0.010085737517333215
atp6v1b2,0.89119387,False,0.0030864197530864335,0.02627091302945106,-0.023184493276364626
kif1b,0.8911938,False,0.0030864197530864335,0.01829746047840719,-0.015211040725320757
rps28,0.8911218,False,0.0030864197530864335,0.013688528367977182,-0.010602108614890748
ndufc1,0.8908689,False,0.006172839506172867,0.010093561321841693,-0.003920721815668826
atp2b2,0.89080757,True,0.0030864197530864335,0.03548877725031108,-0.03240235749722464
atp1a3,0.8907507,False,0.0030864197530864335,0.04161865695718303,-0.0385322372040966
rab6b,0.8907302,False,0.006172839506172867,0.04636585703092588,-0.040193017524753016
nedd8,0.8907248,False,0.02777777777777779,0.011706687560492202,0.01607109021728559
cd81,0.890649,True,0.024691358024691357,0.0018435728441720256,0.02284778518051933
hsbp1,0.89064497,False,0.006172839506172867,0.004977646679264369,0.0011951928269084977
prdx2,0.8905808,True,0.0092592592592593,0.012490206019265315,-0.003230946760006015
eno2,0.89054817,False,0.0030864197530864335,0.044476194865649576,-0.04138977511256314
ppp2ca,0.8904739,False,0.006172839506172867,0.01461031479006314,-0.008437475283890272
cltc,0.89044636,False,0.015432098765432056,0.01829746047840719,-0.002865361712975134
pafah1b1,0.89032435,False,0.01851851851851849,0.019034889616075912,-0.000516371097557422
bex2,0.89020026,False,0.006172839506172867,0.03631838503018847,-0.030145545524015604
stmn2,0.89019746,False,0.0,0.045720606535465724,-0.045720606535465724
dpysl2,0.8901496,False,0.006172839506172867,0.005069825321473043,0.0011030141846998243
cox5a,0.89006364,True,0.0092592592592593,0.005162003963681605,0.004097255295577695
sumo2,0.89004153,False,0.024691358024691357,0.011937134166013719,0.012754223858677638
h3f3a,0.8899886,True,0.021604938271604923,0.002581001981840858,0.019023936289764065
tspan3,0.88993317,False,0.015432098765432056,0.006268147670184798,0.009163951095247258
slc17a7,0.8899203,True,0.0030864197530864335,0.43540581647232335,-0.4323193967192369
atp5c1,0.8897966,True,0.012345679012345734,0.0050237360003687614,0.007321943011976972
rpl10,0.88963777,False,0.006172839506172867,0.015025118680001892,-0.008852279173829025
rps25,0.88962877,False,0.0030864197530864335,0.006867308844540676,-0.0037808890914542426
matr3,0.88951325,False,0.015432098765432056,0.018435728441720034,-0.0030036296762879777
tmsb10,0.88937265,True,0.012345679012345734,0.04825551919620219,-0.035909840183856456
ociad1,0.889309,False,0.03703703703703709,0.01631561967092221,0.02072141736611488
mllt11,0.8891433,False,0.024691358024691357,0.03917592293865513,-0.014484564913963771
sept8,0.88895196,False,0.03703703703703709,0.04857814444393238,-0.01154110740689529
ptms,0.8889342,False,0.006172839506172867,0.017882656588468437,-0.01170981708229557
slc25a3,0.88892156,True,0.0092592592592593,0.003180163156196736,0.0060790961030625645
ensa,0.8888285,False,0.015432098765432056,0.030418951928838034,-0.014986853163405978
mbp,0.8887312,False,0.0,0.385444992395262,-0.385444992395262
dbi,0.88870317,True,0.0030864197530864335,0.029082361616813435,-0.025995941863727
eef2,0.8886162,False,0.012345679012345734,0.014425957505645903,-0.0020802784933001695
rps5,0.88850504,False,0.0030864197530864335,0.022445499377794165,-0.01935907962470773
pcsk2,0.88834447,True,0.0092592592592593,0.11420933769645569,-0.10495007843719639
ank2,0.88823444,False,0.024691358024691357,0.019449693506014665,0.005241664518676692
atp6v1c1,0.8882169,False,0.03395061728395066,0.022722035304419963,0.011228581979530694
eif4h,0.8881805,False,0.021604938271604923,0.030418951928838034,-0.00881401365723311
ndufv2,0.8881143,False,0.015432098765432056,0.007143844771166474,0.008288253994265582
cdc42,0.8880847,False,0.015432098765432056,0.005991611743559,0.009440487021873056
cadm2,0.8880069,False,0.01851851851851849,0.039360280223072364,-0.020841761704553874
fbxl16,0.88800156,False,0.0,0.06060745725215466,-0.06060745725215466
rab2a,0.88798636,False,0.006172839506172867,0.010231829285154648,-0.004058989778981781
rps17,0.887969,False,0.006172839506172867,0.012075402129326673,-0.005902562623153806
ndufb10,0.8878462,False,0.01851851851851849,0.006129879706871955,0.012388638811646535
gabarapl1,0.88763833,False,0.012345679012345734,0.021201087707978017,-0.008855408695632283
scn1b,0.8876084,False,0.006172839506172867,0.05645941835276769,-0.05028657884659482
rpl28,0.8875057,False,0.0030864197530864335,0.011983223487118,-0.008896803734031566
cxcr4,0.8874594,True,0.9969135802469136,0.9816103608793842,0.01530321936752932
slc22a17,0.88742244,False,0.0030864197530864335,0.018205281836198517,-0.015118862083112083
snap47,0.88740736,False,0.006172839506172867,0.030787666497672506,-0.02461482699149964
ndufb11,0.8873314,False,0.0092592592592593,0.008388256440982622,0.0008710028182766782
arf1,0.88731545,False,0.0030864197530864335,0.01295109923030835,-0.009864679477221916
sncb,0.88725364,False,0.0030864197530864335,0.05429322026086558,-0.05120680050777915
fis1,0.8872163,False,0.0092592592592593,0.01567036917546205,-0.006411109916202751
camk2b,0.88719326,False,0.006172839506172867,0.05300271926994515,-0.046829879763772286
atp6v1f,0.88701874,False,0.01851851851851849,0.011245794349449278,0.007272724169069211
ttc9b,0.8869868,True,0.021604938271604923,0.0722219661704383,-0.05061702789883338
rabac1,0.88692975,False,0.015432098765432056,0.007696916624418071,0.007735182141013985
ndufb2,0.8868845,False,0.012345679012345734,0.008342167119878341,0.004003511892467393
